id;user_id;biometric_enabled;two_factor_enabled;created_at;updated_at
239fb453-1f32-4db9-83e8-979e950d5c96;634b0b48-e193-4827-983b-a0f7d2f1b068;true;false;2025-10-15 21:56:39.334379+00;2025-10-15 21:59:58.438219+00
