id;user_id;role;created_at
cbea0950-1087-4326-a9e8-f4224aadf3fd;b59171b2-0716-4e1e-a68d-7267ab15a603;admin;2025-10-13 21:55:32.021956+00
3d9a32f2-6c68-4ebb-9cb7-af7c0e6b2112;634b0b48-e193-4827-983b-a0f7d2f1b068;admin;2025-10-13 22:01:20.408837+00
